"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species"
"232" "dN.dS_ENSG00000132155" 7.95162240382804e-06 0.0165579958986048 0.00571486705734297 0.0914123779916513 59
"233" "dN.dS_ENSG00000136848" 1.95286899947599e-05 0.019262104345683 1.54501902539189e-07 0.131183950240203 64
"234" "dN.dS_ENSG00000107864" 5.13896628465294e-06 0.0373854490875206 0.000999682074473182 3.19793729997188e-08 58
"235" "dN.dS_ENSG00000172239" -2.87500079562399e-06 0.121093258880171 0.588051978381336 4.15537398149489e-07 51
"236" "dN.dS_ENSG00000141551" 7.05117791373192e-06 0.0196750911608814 0.00355715415388001 0.0186259424671947 55
"237" "dN.dS_ENSG00000100852" 7.84043327353014e-06 0.0286278757465876 0.00018213994717033 0.000100591810391639 58
"238" "dN.dS_ENSG00000080709" 2.17124799644082e-05 -0.000624522597773665 4.40838053058021e-05 0.973937621904609 59
"239" "dN.dS_ENSG00000153187" 1.20345871968022e-05 0.0338003739934878 0.0230461915741279 0.0717012552752173 54
"240" "dN.dS_ENSG00000106459" -3.66759257497005e-06 0.0941265065793668 0.63326378192281 0.000155461109894313 45
"241" "dN.dS_ENSG00000116809" 4.39546764811324e-06 0.0441621835672549 0.0422149299542898 1.03817559496839e-06 62
"242" "dN.dS_ENSG00000165699" 2.02642136307931e-05 0.112000083547891 8.33114364806522e-10 3.03094756675445e-15 66
"243" "dN.dS_ENSG00000113657" 5.73281721414829e-06 0.0183261587261157 0.0307856425825908 0.0498539314472514 58
"244" "dN.dS_ENSG00000108424" 1.43619556245695e-05 -0.000737387321674625 4.05271850581546e-05 0.944427731486706 49
"245" "dN.dS_ENSG00000119042" 1.48697128916839e-06 0.0145440523599711 0.146262957933806 6.30147109188426e-05 57
"246" "dN.dS_ENSG00000182979" 1.27909463251538e-05 0.0172061718645079 0.000128465477261332 0.134893409596693 59
"247" "dN.dS_ENSG00000110880" 2.44077427590239e-05 0.0433281152304735 0.00135344266246528 0.141742108144975 57
"248" "dN.dS_ENSG00000033800" 8.07762173595826e-06 0.0404435692230982 0.00145032663055148 6.24961467037483e-05 60
"249" "dN.dS_ENSG00000127483" 1.00797116882067e-05 0.107953878242876 0.0554743557664003 4.4684765559294e-07 59
"250" "dN.dS_ENSG00000166266" 7.78566015121124e-06 0.0109738016996643 0.0153302008978581 0.260973015411188 42
"251" "dN.dS_ENSG00000186716" 9.8018572304802e-06 0.0255189112429833 0.000724594096020709 0.022075837908344 54
"252" "dN.dS_ENSG00000151923" 4.40818984949773e-05 -0.0294594521460975 5.25130657141521e-06 0.219260794709425 31
"253" "dN.dS_ENSG00000163873" 9.60648435685681e-06 0.00540879932231766 0.000150440233232955 0.562130668592998 64
"254" "dN.dS_ENSG00000198176" 1.17736248554494e-05 0.00824707093614243 0.0027649033232269 0.541253570403063 40
"255" "dN.dS_ENSG00000137692" 1.25039869137331e-06 0.0924058093104503 0.891134163328649 0.00187682255457249 41
"256" "dN.dS_ENSG00000109670" 1.06378606257221e-05 0.0249648568032809 0.0243488188781093 0.135554356271594 67
"257" "dN.dS_ENSG00000110768" 2.36286030058027e-05 0.0122559464836218 0.000582506285569094 0.645339716798866 58
"258" "dN.dS_ENSG00000160551" 1.33439957723508e-05 0.00871428544608146 0.0467034047043225 0.712427698037754 60
"259" "dN.dS_ENSG00000131323" 1.97740972246095e-05 0.00184375275064228 3.11185856203571e-08 0.877922757678498 64
"260" "dN.dS_ENSG00000136875" 1.69368156861329e-05 -0.00338999197989887 0.0014273437222995 0.849484756852056 58
"261" "dN.dS_ENSG00000136875.1" 1.69368156861329e-05 -0.00338999197989887 0.0014273437222995 0.849484756852056 58
"262" "dN.dS_ENSG00000100567" 1.68449515703902e-05 0.00709494418650477 0.0253727704027032 0.760850877927285 44
"263" "dN.dS_ENSG00000164742" -3.15821879910457e-06 0.0767465464726991 0.209364813444625 5.47344222623123e-11 40
"264" "dN.dS_ENSG00000168066" 4.2769744325324e-05 0.0293695955182258 1.37821866061521e-07 0.281113505711894 59
"265" "dN.dS_ENSG00000105613" 4.59970756243504e-06 0.031147068455757 0.00163656855515505 1.24254985035334e-06 55
"266" "dN.dS_ENSG00000152413" 3.96903002272622e-05 -0.0422158406448431 1.4040693843774e-09 0.0583263922982843 66
"267" "dN.dS_ENSG00000118564" 1.13782594241105e-05 0.0932837087476657 0.00135284430608799 1.05804196583037e-09 64
"268" "dN.dS_ENSG00000179134" 2.05322246037977e-05 0.00618889511852948 4.75694374501843e-05 0.723307025482095 62
"269" "dN.dS_ENSG00000062725" 1.04693658367841e-05 0.00971373073074254 0.0266554325607121 0.559385202771285 62
"270" "dN.dS_ENSG00000124214" 3.03673452531416e-05 0.0341166656425025 4.35227965115205e-05 0.205363183780851 64
"271" "dN.dS_ENSG00000189091" 2.50704352090665e-06 0.0116667129438825 0.45930992001932 0.334371889175423 39
"272" "dN.dS_ENSG00000051180" 4.62022581839512e-05 0.156616909888615 1.19272440944738e-07 1.62347507432404e-06 60
"273" "dN.dS_ENSG00000163399" 2.11398026969039e-05 0.002938975006818 2.66545280363612e-06 0.852674377031402 67
"274" "dN.dS_ENSG00000137203" 2.5885650372304e-05 0.031944469580336 0.00117395780945737 0.184036724346821 44
"275" "dN.dS_ENSG00000102225" 1.16610433147178e-05 0.0783836352267169 0.0207470645961905 5.93017639144184e-05 64
"276" "dN.dS_ENSG00000137693" 2.54441250371245e-05 0.0392204140389897 0.0019810783647536 0.155425042861107 53
"277" "dN.dS_ENSG00000136937" -5.24284071659925e-07 0.0383707822362833 0.888773926772385 0.0015844933762238 47
"278" "dN.dS_ENSG00000120948" 1.53695752104879e-05 0.0117440628557761 0.013937023471248 0.5699511345316 48
"279" "dN.dS_ENSG00000198700" 1.08177846413358e-05 0.0127052673516391 0.00567090192877716 0.306001595819854 52
"280" "dN.dS_ENSG00000100605" 6.66562807278532e-06 0.0352136514613031 0.0029286558349307 0.00016717238840158 56
"281" "dN.dS_ENSG00000147140" 1.89828970011463e-05 0.0324697616768084 0.0663542588221978 0.3777817977396 40
"282" "dN.dS_ENSG00000113712" 8.7200632267423e-06 0.0806406282625486 0.521968182870651 0.151352087216217 21
"283" "dN.dS_ENSG00000010671" 7.72611751417522e-06 0.053776982274949 0.187447807106601 0.0136452810059541 56
"284" "dN.dS_ENSG00000082458" 4.58540370336305e-05 -0.0152726099855246 3.5532443014706e-07 0.588833291506417 56
"285" "dN.dS_ENSG00000184226" 5.97273971103136e-06 0.0287691657349091 0.00260500563277719 0.000239325655482793 65
"286" "dN.dS_ENSG00000048828" 1.73507473306523e-05 0.0351246994918558 0.000517247021771335 0.0631537393957555 60
"287" "dN.dS_ENSG00000157404" -4.45963933234404e-06 0.178426549102487 0.100112257946724 1.06187288842411e-24 62
"288" "dN.dS_ENSG00000182247" 7.93518976894298e-06 0.114111726657624 0.599856831877972 0.0229667146658649 24
"289" "dN.dS_ENSG00000115380" 9.05572880544121e-06 0.0798486136895835 0.0199136106324549 3.93795393026991e-07 64
"290" "dN.dS_ENSG00000186908" 5.44389937461277e-07 0.0304337725105524 0.888505734640646 0.0156955015456289 43
"291" "dN.dS_ENSG00000185811" 3.69032617426906e-06 0.072806686250544 0.0390376544218723 5.30538570235998e-16 52
"292" "dN.dS_ENSG00000113161" 1.62619522772784e-05 0.0415759178122025 1.43670721707736e-05 0.0034481418403369 62
"293" "dN.dS_ENSG00000117222" 2.00967325961328e-05 0.00644364237712954 5.67474435070815e-06 0.67212825327902 54
"294" "dN.dS_ENSG00000121390" 6.57407445662689e-06 0.0458939653461414 0.156577986495426 0.0138499406639858 62
