"genes" "slopes" "p_val_slope" "number_of_species" "R_sq" "R_sq_adj" "residual_std_err" "intercept" "p_val_intercept"
"167" "dN.dS_ENSG00000136231" -0.0743628558309467 0.725293562144339 34 0.00391172061337474 -0.0272160381174573 0.756618426320795 7.54000287888255 5.55244129122138e-12
"168" "dN.dS_ENSG00000132155" 0.218142384700245 0.39610757555963 34 0.0225978465933499 -0.00794597070060798 0.716151410053084 8.47806679615286 1.62317912951864e-10
"169" "dN.dS_ENSG00000136848" 0.63045264182801 5.14119847934945e-05 38 0.369690908177761 0.35218232229381 0.597569688957193 9.54849365458294 3.38196272449013e-24
"170" "dN.dS_ENSG00000107864" 0.793290626099472 0.000133068549319571 32 0.390079242714173 0.369748550804646 0.622751080771042 10.1945935613891 5.43227397945412e-18
"171" "dN.dS_ENSG00000172239" 0.00192514412428604 0.991183366549432 34 3.87594004595845e-06 -0.0312460029368276 0.775799225773699 7.75984021638479 1.06151895783127e-17
"172" "dN.dS_ENSG00000141551" 0.247585908844234 0.0720753695641856 31 0.107274776121496 0.076491147711892 0.732964349104634 8.6243833251968 9.09161726740209e-17
"173" "dN.dS_ENSG00000100852" 0.786828533601864 0.000963776417564957 37 0.270699738306255 0.249862587972148 0.600369906607913 10.2181927885557 3.16202384557893e-17
"174" "dN.dS_ENSG00000080709" 0.434293897402377 0.000978953814847587 33 0.299578474292562 0.276984231527806 0.573275223982628 9.3597400737265 3.81369170497225e-21
"175" "dN.dS_ENSG00000153187" 0.304307148623651 0.0434387995081378 36 0.114591930538179 0.0885505167304785 0.656203535900003 8.7729545234875 4.61117360134332e-20
"176" "dN.dS_ENSG00000116809" 0.403641736526271 0.117199754295872 37 0.0686563737852424 0.0420465558933922 0.743394550671825 9.00380514815731 6.55839583026274e-14
"177" "dN.dS_ENSG00000165699" 1.08303741066973 0.00867666446517385 39 0.171931579062261 0.14955135146935 0.677810742637407 9.78252125624362 3.5612036371139e-16
"178" "dN.dS_ENSG00000113657" 0.125548433049236 0.525498967033017 36 0.0119588648583321 -0.0171011685281874 0.68937509280002 8.288035507382 1.56743978594771e-13
"179" "dN.dS_ENSG00000108424" 0.443018024067451 0.000614711608493753 29 0.357436650282356 0.333638007700221 0.620245858231171 9.34058604978963 1.88290428794337e-18
"180" "dN.dS_ENSG00000119042" 0.423238010335941 0.0190162796386075 35 0.155638577904133 0.130051868143653 0.666492516228393 9.54708494819706 1.33284453508741e-14
"181" "dN.dS_ENSG00000182979" 0.523194631213182 0.00126510522474425 36 0.266610014353181 0.245039720657686 0.660760025905188 9.47653295286308 4.219026825381e-20
"182" "dN.dS_ENSG00000110880" 0.472094595222252 3.67842612565705e-08 35 0.606023762945893 0.594085089095769 0.441194478728417 9.04462504761915 3.56129920629573e-33
"183" "dN.dS_ENSG00000033800" 0.470325473011621 0.0654528352858108 36 0.0963157524769094 0.069736804020348 0.735315579125223 9.20657141023467 1.78001378789253e-14
"184" "dN.dS_ENSG00000127483" 0.136741081594594 0.614014750271549 37 0.0073450937524346 -0.0210164749974957 0.735126387287518 8.16283264743304 3.19762045115117e-16
"185" "dN.dS_ENSG00000186716" 0.561885306415488 0.0337774659827101 33 0.13729795587592 0.109468857678369 0.738918918364704 9.53414316842913 2.94808442856547e-13
"186" "dN.dS_ENSG00000163873" 0.280128486135997 0.00519753539872378 37 0.202500210348928 0.179714502073183 0.680848289593519 9.04711125141135 7.06448645929117e-22
"187" "dN.dS_ENSG00000109670" -0.109004099751265 0.515919543087743 38 0.0118168084284907 -0.0156327246707177 0.750427996461616 7.48813483814585 1.38193463053514e-15
"188" "dN.dS_ENSG00000110768" 0.516695334296064 0.00188737617508988 36 0.250315361413815 0.228265813220104 0.633344349487995 9.26775827140708 7.94297635693809e-22
"189" "dN.dS_ENSG00000160551" 0.176816136769934 0.194390695477683 35 0.0504874558347909 0.0217143484358453 0.729441828657554 8.49986491937465 1.95184300820682e-16
"190" "dN.dS_ENSG00000131323" 0.883580802136557 4.59411603432092e-05 38 0.373462687580954 0.356058873347091 0.597402729093428 10.4998567572323 1.33635278386549e-19
"191" "dN.dS_ENSG00000136875" 0.412008884397813 0.000432881867359918 37 0.301473415164857 0.281515512740996 0.614268309846414 9.28187492495986 5.03784199137435e-23
"192" "dN.dS_ENSG00000136875.1" 0.412008884397813 0.000432881867359918 37 0.301473415164857 0.281515512740996 0.614268309846414 9.28187492495986 5.03784199137435e-23
"193" "dN.dS_ENSG00000168066" 0.568200393244204 9.70940153717514e-05 32 0.402230333231357 0.382304677672402 0.600783226237059 8.95026364187333 1.41254181317319e-24
"194" "dN.dS_ENSG00000105613" 0.835652543618207 0.00738143098438771 35 0.198094501314245 0.173794334687404 0.684146282721241 10.4344857674312 6.14161540997759e-13
"195" "dN.dS_ENSG00000152413" 0.369854102609662 0.000538798019398202 39 0.279612523840512 0.260142592052418 0.643543988830697 8.94317217939791 1.00075404373155e-26
"196" "dN.dS_ENSG00000118564" 0.932845935616091 0.00334653635108547 38 0.215251099110456 0.193452518530191 0.638136636884042 9.82283946141455 1.56343070933249e-17
"197" "dN.dS_ENSG00000179134" 0.447048949921973 0.00528542697811606 37 0.201799985577413 0.178994270879625 0.611579733019006 9.20426231624027 3.06746636478544e-21
"198" "dN.dS_ENSG00000062725" 0.340909419555681 0.00484281335859169 39 0.195378944879106 0.173632429875839 0.680128317736087 9.13632449560133 1.58359192007536e-21
"199" "dN.dS_ENSG00000124214" 0.362814283298038 0.0703132156302554 37 0.0905604865124438 0.0645765004127994 0.741604452077712 8.62540071710994 2.70244389424631e-20
"200" "dN.dS_ENSG00000051180" 0.7825796405555 9.28231737263406e-05 37 0.357596867283644 0.339242492063177 0.611067079496872 8.83400251727359 2.74161383217072e-29
"201" "dN.dS_ENSG00000163399" 0.382608224516361 0.000865007836638485 39 0.262046223323016 0.242101526656071 0.61041805561059 9.0157034136847 5.58166355095782e-26
"202" "dN.dS_ENSG00000102225" 0.64887863100153 9.07396283627761e-06 35 0.45421197352547 0.437672942420181 0.558434496905105 9.26218923527943 9.61994073190319e-26
"203" "dN.dS_ENSG00000137693" -0.0721068355864239 0.592038075895278 33 0.00936993794079819 -0.0225858705127244 0.696501658402188 7.56694619451783 3.61851036865134e-19
"204" "dN.dS_ENSG00000120948" 0.00770039849035477 0.965957082881248 31 6.3901567734083e-05 -0.0344166535506201 0.712576972427819 7.79352236913958 1.47564289564786e-13
"205" "dN.dS_ENSG00000198700" 0.266801007780466 0.0906284689029011 26 0.11465990510776 0.0777707344872498 0.743343751989913 8.63038664456661 1.10974423651981e-13
"206" "dN.dS_ENSG00000100605" 0.79520775575635 0.000746740549801745 34 0.302817624424175 0.281030675187431 0.575573127855936 10.2619329926319 7.8940097137904e-17
"207" "dN.dS_ENSG00000010671" 0.201465619191261 0.172847419668839 31 0.0631005358326912 0.0307936577579564 0.759137884646622 8.32431808777327 1.95976016918105e-17
"208" "dN.dS_ENSG00000082458" 0.354877130611362 3.22920643468203e-06 32 0.519964437950095 0.503963252548431 0.53572921582266 8.78090111213442 1.45828255210187e-28
"209" "dN.dS_ENSG00000184226" 0.285845822357136 0.179152736819021 38 0.0495567426841205 0.0231555410920128 0.735794994995186 8.80452454129395 1.82483931947574e-14
"210" "dN.dS_ENSG00000048828" 0.0870538773707207 0.616454381563791 35 0.00768876067770075 -0.0223812768775205 0.768595764339976 8.04370154225842 1.79712948710502e-17
"211" "dN.dS_ENSG00000157404" -0.880481137712039 0.0365522168052708 35 0.125810407290789 0.0993198135723286 0.699121268229687 6.19867373364716 3.37624954185654e-09
"212" "dN.dS_ENSG00000115380" 0.897457290264288 0.000911780911663757 38 0.266316950535535 0.245936865828188 0.646469403440513 10.0135566704827 2.80588417363801e-18
"213" "dN.dS_ENSG00000113161" 1.03367436120332 0.00260635978900448 36 0.236969857889638 0.214527794886392 0.61941617001396 10.4864402123718 7.76763625675234e-15
"214" "dN.dS_ENSG00000117222" 0.320269757555809 0.00212093459828922 30 0.290435666034991 0.265094082679098 0.662631080636486 8.80306649304258 4.54236905310783e-21
"215" "dN.dS_ENSG00000121390" 0.201938674694225 0.253757913471814 36 0.0381283460511552 0.00983800328795403 0.752555784827923 8.41229623963651 2.96837187400494e-17
