"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species" "R_sq" "R_sq_adj" "residual_std_err"
"176" "dN.dS_ENSG00000116809" 0.257265715965308 1.17390050938483e-17 0.124249310119129 1 37 0.0661856486111427 0.0395052385714612 0.98004834647508
"177" "dN.dS_ENSG00000165699" 0.664258592343567 -4.09463965715667e-17 4.0094954864109e-06 1 39 0.441239477502257 0.426137841759075 0.757536902230462
"178" "dN.dS_ENSG00000113657" 0.537459441781512 2.04927165673127e-16 0.000724270019910301 0.999999999999999 36 0.288862651560095 0.267946847194215 0.855601047688573
"179" "dN.dS_ENSG00000108424" 0.513177837247654 -9.30451365667027e-17 0.00441457032557003 1 29 0.263351492642179 0.23606821459189 0.874031913266392
"180" "dN.dS_ENSG00000119042" 0.198492675329134 1.20047069763647e-16 0.253009675054049 0.999999999999999 35 0.039399342159317 0.01029023131566 0.994841579692134
"181" "dN.dS_ENSG00000182979" 0.58850067259277 2.06732592361748e-17 0.000159902118485738 1 36 0.346333041642143 0.327107542866912 0.820300223779738
"182" "dN.dS_ENSG00000110880" 0.618384112549527 1.21483642568367e-16 7.52652697925736e-05 0.999999999999999 35 0.382398910653666 0.36368372612802 0.797694348652402
"183" "dN.dS_ENSG00000033800" 0.500409034715717 1.11052577113133e-16 0.00188306906487099 0.999999999999999 36 0.250409202025116 0.228362413849384 0.878429044459833
"184" "dN.dS_ENSG00000127483" 0.283548450016533 -2.32889098179809e-17 0.0890062952616922 1 37 0.0803997235067785 0.0541254298926865 0.97256083105753
"185" "dN.dS_ENSG00000186716" 0.366377759067478 5.98954060115564e-17 0.0359874995879026 1 33 0.134232662339307 0.106304683705091 0.945354598177271
"186" "dN.dS_ENSG00000163873" 0.375715562724031 1.43799440573479e-16 0.0219271178867331 0.999999999999999 37 0.141162184073035 0.116623960760836 0.939880864386101
"187" "dN.dS_ENSG00000109670" 0.374725843926199 3.51767806432988e-17 0.0204505707168817 1 38 0.140419458106202 0.116542220831375 0.939924347577307
"188" "dN.dS_ENSG00000110768" 0.535304358298972 9.90512039609522e-18 0.000767976491655101 1 36 0.286550756013874 0.265566954720165 0.856990691477938
"189" "dN.dS_ENSG00000160551" 0.281155969134678 -1.90300056358859e-16 0.101812973637968 0.999999999999999 35 0.0790486789800603 0.0511410631915773 0.974093905539103
"190" "dN.dS_ENSG00000131323" 0.590876196887062 4.25671837206918e-17 9.39406326245231e-05 1 38 0.349134680047718 0.331055087826821 0.817890525787638
"191" "dN.dS_ENSG00000136875" 0.687058572455222 -7.92778971344644e-17 2.64782984820073e-06 1 37 0.472049481984208 0.456965181469471 0.736908962172756
"192" "dN.dS_ENSG00000136875.1" 0.687058572455222 -7.92778971344644e-17 2.64782984820073e-06 1 37 0.472049481984208 0.456965181469471 0.736908962172756
"193" "dN.dS_ENSG00000168066" 0.754797234833594 -1.57009245868377e-16 6.00449917836318e-07 0.999999999999999 32 0.56971886571244 0.555376161236188 0.666801198832015
"194" "dN.dS_ENSG00000105613" 0.509891205250599 1.03111985255465e-17 0.00175428874475263 1 35 0.259989041191909 0.237564466682573 0.873175545533329
"195" "dN.dS_ENSG00000152413" 0.725754433415425 1.29023144988715e-17 1.71513284326209e-07 1 39 0.526719497622145 0.513928132693014 0.697188545019915
"196" "dN.dS_ENSG00000118564" 0.50165318435099 -1.71424374895717e-16 0.00133340788942352 0.999999999999999 38 0.251655917369488 0.230868581740863 0.877001378709941
"197" "dN.dS_ENSG00000179134" 0.680525231993103 1.38027912240207e-16 3.58232090506598e-06 0.999999999999999 37 0.463114591379266 0.447775008275817 0.743118423755045
"198" "dN.dS_ENSG00000062725" 0.376445740897223 -1.00385635633516e-17 0.0181746282154086 1 39 0.141711395839659 0.118514406538028 0.938874642037994
"199" "dN.dS_ENSG00000124214" 0.409257625582404 9.91519462529874e-17 0.0118957969918704 1 37 0.167491804097347 0.143705855642986 0.925361628962977
"200" "dN.dS_ENSG00000051180" 0.682743109352641 9.70503286695633e-17 3.23573685729961e-06 0.999999999999999 37 0.466138153368513 0.45088495775047 0.741022970122742
"201" "dN.dS_ENSG00000163399" 0.68185530364684 1.48283312951612e-16 1.75725404630959e-06 0.999999999999999 39 0.464926655111325 0.450465213357577 0.741306135575865
"202" "dN.dS_ENSG00000102225" 0.374499682151281 3.75323885183805e-17 0.0266595510754469 1 35 0.140250011931411 0.114196981989938 0.941171088596575
"203" "dN.dS_ENSG00000137693" 0.111659051252944 1.17577497201254e-16 0.536154025494612 0.999999999999999 33 0.0124677437267077 -0.0193881355079146 1.00964753033319
"204" "dN.dS_ENSG00000120948" 0.466221981511967 -1.85931136711344e-17 0.00820336928456999 1 31 0.217362936044945 0.190375451080978 0.899791391889821
"205" "dN.dS_ENSG00000198700" 0.707161604711919 5.89437466736549e-17 5.36041253518008e-05 1 26 0.500077535178737 0.479247432477851 0.721631878122183
"206" "dN.dS_ENSG00000100605" 0.329465094110669 -7.3134613715458e-17 0.0570736083192374 1 34 0.108547248237352 0.0806893497447688 0.958806888927709
"207" "dN.dS_ENSG00000010671" 0.127794964518152 1.14544652181201e-16 0.493274667443607 1 31 0.0163315529561957 -0.0175880486660045 1.00875569325085
"208" "dN.dS_ENSG00000082458" 0.772824993493365 -1.50758806304237e-16 2.1793957047452e-07 0.999999999999999 32 0.59725847056802 0.583833752920287 0.645109484568095
"209" "dN.dS_ENSG00000184226" 0.190898772491231 -1.71906212407511e-17 0.250941815278711 1 38 0.0364423413386588 0.00967685082028824 0.995149812430124
"210" "dN.dS_ENSG00000048828" 0.350688352470254 -8.82269485305455e-17 0.0388792547790097 1 35 0.122982320558301 0.0964060272418864 0.950575600758884
"211" "dN.dS_ENSG00000157404" -0.356775951580776 -1.88625901539295e-17 0.0353912239739289 1 35 0.127289079626368 0.100843294160501 0.948238738841385
"212" "dN.dS_ENSG00000115380" 0.22983061565322 8.27858872357001e-18 0.165104533640373 1 38 0.0528221118915384 0.0265116149996368 0.986655149989277
"213" "dN.dS_ENSG00000113161" 0.529329327820198 3.70074341541719e-17 0.000901619085552377 1 36 0.280189537290582 0.259018641328541 0.860802740859635
"214" "dN.dS_ENSG00000117222" 0.590868137717929 -1.98088800276122e-16 0.000586244937010667 0.999999999999999 30 0.349125156170254 0.325879626033477 0.821048338386068
"215" "dN.dS_ENSG00000121390" 0.120509438390737 -3.58924978776215e-17 0.483866971220288 1 36 0.0145225247412509 -0.0144621068840063 1.00720509673254
