"phenotypeID" "num_of_snps" "num_of_pos_snsps" "proportion_of_pos_snps" "mean_beta" "pos_to_neg_effect_weight" "cis_eQTLs_total" "LOE" "GOE" "meanSlope" "meanMAF" "LOE_meanSlope" "GOE_meanSlope" "LOE_meanMAF" "GOE_meanMAF" "cis_eQTLs_positive_association" "LOE_positive_association" "Trait"
"448" "PGS001320" 18 11 0.611111111111111 0.00245668892222222 2.64434589961057 5 1 4 0.1344892 0.2322578 -0.102411 0.19371425 0.184783 0.2441265 5 4 "Hypertension"
"19" "PGS000138" 17 7 0.411764705882353 -0.00460171916018683 0.772174679197746 1 0 1 0.0620103 0.21118 NA 0.0620103 NA 0.21118 0 0 "Lifetime Major Depressive Disorder"
"21" "PGS000140" 17 9 0.529411764705882 0.00095077206801208 1.14253373753023 0 0 0 NA NA NA NA NA NA 0 0 "Broad Depression (seen a General Practitioner for nerves, anxiety, tension or depression)"
"191" "PGS000953" 17 6 0.352941176470588 -0.0316544126470588 0.40428121978246 0 0 0 NA NA NA NA NA NA 0 0 "Left heel broadband ultrasound attenuation"
"225" "PGS000999" 17 10 0.588235294117647 0.000499043763529412 2.09902147579456 0 0 0 NA NA NA NA NA NA 0 0 "Comparative body size at age 10"
"381" "PGS001212" 17 13 0.764705882352941 0.00103665054705882 13.7936967121058 0 0 0 NA NA NA NA NA NA 0 0 NA
"386" "PGS001217" 17 11 0.647058823529412 0.00157605213529412 3.5932453709701 0 0 0 NA NA NA NA NA NA 0 0 NA
"388" "PGS001219" 17 3 0.176470588235294 -0.00322270360588235 0.125203469655687 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 0 0 "Mean corpuscular hemoglobin"
"411" "PGS001242" 17 2 0.117647058823529 -0.0115175418176471 0.0422222196242086 0 0 0 NA NA NA NA NA NA 0 0 "Ankle spacing width (L)"
"117" "PGS000691" 16 4 0.25 -0.000155304665 0.180364828025467 4 1 3 0.135935 0.17401075 -0.102411 0.215383666666667 0.184783 0.17042 4 3 "Non-albumin protein [g/L]"
"208" "PGS000975" 16 5 0.3125 -0.000128143168375 0.707389024289081 0 0 0 NA NA NA NA NA NA 0 0 NA
"304" "PGS001120" 16 9 0.5625 0.00336753776875 2.15012092858689 4 1 3 0.13708825 0.17533525 -0.102411 0.216921333333333 0.184783 0.172186 0 0 "Right hand grip strength"
"372" "PGS001201" 16 10 0.625 0.00016363065525 5.12814677610858 0 0 0 NA NA NA NA NA NA 0 0 NA
"377" "PGS001208" 16 7 0.4375 -0.002188147645 0.387178338161646 0 0 0 NA NA NA NA NA NA 0 0 NA
"26" "PGS000145" 15 6 0.4 -0.00968933524135243 0.5818693502668 0 0 0 NA NA NA NA NA NA 0 0 "Depression (ICD-10 defined)"
"100" "PGS000673" 15 7 0.466666666666667 -9.92025401333333e-05 0.710467993020208 0 0 0 NA NA NA NA NA NA 0 0 "Aspartate aminotransferase [U/L]"
"110" "PGS000683" 15 10 0.666666666666667 0.000967635163333333 8.81059897002209 0 0 0 NA NA NA NA NA NA 0 0 "Gamma glutamyltransferase [U/L]"
"118" "PGS000692" 15 7 0.466666666666667 0.0001835667406 2.16073706661912 0 0 0 NA NA NA NA NA NA 0 0 "Phosphate [mmol/L]"
"235" "PGS001010" 15 8 0.533333333333333 -7.65933113333333e-06 0.897666065664021 0 0 0 NA NA NA NA NA NA 0 0 "PEF pred. ratio"
"303" "PGS001119" 15 10 0.666666666666667 0.00863226771333333 5.30062132917209 0 0 0 NA NA NA NA NA NA 0 0 "Left hand grip strength"
"352" "PGS001180" 15 8 0.533333333333333 -7.6579414e-06 0.897678823726567 0 0 0 NA NA NA NA NA NA 0 0 "Lung function (FEV1/FVC)"
"451" "PGS001324" 15 8 0.533333333333333 -9.37612999999999e-05 0.970386718324114 0 0 0 NA NA NA NA NA NA 0 0 "Family history of high blood pressure"
"22" "PGS000141" 14 5 0.357142857142857 -0.00530800675490288 0.580640148256974 0 0 0 NA NA NA NA NA NA 0 0 "Seen a psychiatrist for nerves, anxiety, tension or depression"
"79" "PGS000322" 14 8 0.571428571428571 0.000188822714285714 1.91825741044489 0 0 0 NA NA NA NA NA NA 0 0 "Serum testosterone levels in females"
"104" "PGS000677" 14 9 0.642857142857143 0.000126022275 2.80175702758389 0 0 0 NA NA NA NA NA NA 0 0 "Cholesterol [mmol/L] (statin adjusted)"
"112" "PGS000685" 14 8 0.571428571428571 0.000287736190714286 3.63992510130122 0 0 0 NA NA NA NA NA NA 0 0 "HbA1c [mmol/mol]"
"115" "PGS000688" 14 9 0.642857142857143 0.0002859193255 3.45151862535546 0 0 0 NA NA NA NA NA NA 0 0 "LDL cholesterol [mmol/L] (statin adjusted)"
"127" "PGS000701" 14 4 0.285714285714286 -0.000304596304285714 0.201954574772119 0 0 0 NA NA NA NA NA NA 0 0 "Urea [mmol/L]"
"306" "PGS001122" 14 8 0.571428571428571 0.000348991171428571 1.60313634388855 4 1 3 0.13708825 0.17533525 -0.102411 0.216921333333333 0.184783 0.172186 4 3 NA
"349" "PGS001176" 14 6 0.428571428571429 -1.47150011428571e-05 0.944429836675934 0 0 0 NA NA NA NA NA NA 0 0 NA
"351" "PGS001178" 14 10 0.714285714285714 0.000543071091428571 4.72877036053088 0 0 0 NA NA NA NA NA NA 0 0 NA
"369" "PGS001198" 14 10 0.714285714285714 0.00039013764 9.24213140565682 0 0 0 NA NA NA NA NA NA 0 0 NA
"376" "PGS001207" 14 7 0.5 0.0123398150714286 6.34949088965819 0 0 0 NA NA NA NA NA NA 0 0 NA
"390" "PGS001221" 14 10 0.714285714285714 0.0453032283357143 7.97157842864192 0 0 0 NA NA NA NA NA NA 0 0 NA
"412" "PGS001243" 14 4 0.285714285714286 -0.00770532195 0.218453261943677 0 0 0 NA NA NA NA NA NA 0 0 "Ankle spacing width (R)"
"95" "PGS000668" 13 9 0.692307692307692 0.000561316823076923 3.31822541254099 0 0 0 NA NA NA NA NA NA 0 0 "Alanine aminotransferase [U/L]"
"96" "PGS000669" 13 7 0.538461538461538 -1.27784324615385e-05 0.837348530547843 0 0 0 NA NA NA NA NA NA 0 0 "Albumin [g/L]"
"124" "PGS000698" 13 6 0.461538461538462 -3.15874846153846e-05 0.508677985477477 0 0 0 NA NA NA NA NA NA 0 0 "Total protein [g/L]"
"196" "PGS000958" 13 7 0.538461538461538 0.00176578993076923 1.76828421961808 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Essential hypertension"
"205" "PGS000970" 13 7 0.538461538461538 -0.000921288863076923 0.369668865872751 0 0 0 NA NA NA NA NA NA 0 0 NA
"206" "PGS000971" 13 6 0.461538461538462 -0.000246382146923077 0.366495580784751 0 0 0 NA NA NA NA NA NA 0 0 NA
"273" "PGS001078" 13 5 0.384615384615385 -0.00703766075384615 0.0800248835027894 0 0 0 NA NA NA NA NA NA 0 0 "Monocyte %"
"282" "PGS001090" 13 5 0.384615384615385 -0.00201629386923077 0.462552290891691 0 0 0 NA NA NA NA NA NA 0 0 "Often felt loved as a child"
"337" "PGS001163" 13 5 0.384615384615385 -0.000511862173076923 0.188522020276205 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 0 0 "Monocyte count"
"354" "PGS001183" 13 5 0.384615384615385 -0.0326575193076923 0.368995071580906 0 0 0 NA NA NA NA NA NA 0 0 NA
"25" "PGS000144" 12 5 0.416666666666667 -0.00469087860575225 0.702808615128595 0 0 0 NA NA NA NA NA NA 0 0 "Self-reported depression or depression symptoms"
"116" "PGS000689" 12 6 0.5 5.777683e-05 1.05027739417974 4 1 3 0.13708825 0.17533525 -0.102411 0.216921333333333 0.184783 0.172186 4 3 "Lipoprotein A [nmol/L]"
"122" "PGS000696" 12 5 0.416666666666667 1.90322458333334e-05 1.04337466396341 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 0 0 "Testosterone [nmol/L]"
"181" "PGS000936" 12 8 0.666666666666667 0.00256708216666667 2.29188970523849 0 0 0 NA NA NA NA NA NA 0 0 "High cholesterol"
"195" "PGS000957" 12 7 0.583333333333333 0.002422374975 1.88886915186984 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Essential (primary hypertension) (time-to-event)"
"237" "PGS001016" 12 5 0.416666666666667 9.05526208333333e-05 1.21190581552497 0 0 0 NA NA NA NA NA NA 0 0 "Sensitivity / hurt feelings"
"271" "PGS001076" 12 7 0.583333333333333 -0.000493622069 0.727589671870759 0 0 0 NA NA NA NA NA NA 0 0 "Eosinophill %"
"346" "PGS001173" 12 4 0.333333333333333 -0.00151055141666667 0.465694331048285 0 0 0 NA NA NA NA NA NA 0 0 "Neutrophill count"
"443" "PGS001298" 12 7 0.583333333333333 0.000807156716666667 1.33821297875308 0 0 0 NA NA NA NA NA NA 0 0 "Obesity (time-to-event)"
"18" "PGS000137" 11 6 0.545454545454545 0.00678401418181818 1.1803469985582 0 0 0 NA NA NA NA NA NA 0 0 "Glaucoma"
"128" "PGS000702" 11 6 0.545454545454545 4.86790363636364e-05 1.14933251661953 0 0 0 NA NA NA NA NA NA 0 0 "Vitamin D [nmol/L]"
"223" "PGS000997" 11 6 0.545454545454545 0.00234703447272727 2.14906066060141 0 0 0 NA NA NA NA NA NA 0 0 "Diverticular disease of intestine (time-to-event)"
"242" "PGS001022" 11 7 0.636363636363636 -8.53044454545454e-05 0.910757561578163 0 0 0 NA NA NA NA NA NA 0 0 "Worry too long after an embarrassing experience"
"313" "PGS001134" 11 5 0.454545454545455 -0.0157600361818182 0.466105826537947 0 0 0 NA NA NA NA NA NA 0 0 "Systolic BP (AR)"
"345" "PGS001172" 11 5 0.454545454545455 -7.61625604545455e-05 0.599659676769077 5 1 4 0.1344892 0.2322578 -0.102411 0.19371425 0.184783 0.2441265 0 0 "Eosinophill count"
"378" "PGS001209" 11 5 0.454545454545455 -0.00174771627272727 0.562292030486432 0 0 0 NA NA NA NA NA NA 0 0 NA
"382" "PGS001213" 11 9 0.818181818181818 -0.00376664880909091 0.848705708690529 0 0 0 NA NA NA NA NA NA 0 0 NA
"402" "PGS001233" 11 4 0.363636363636364 -0.00470933733272727 0.647014629612481 0 0 0 NA NA NA NA NA NA 0 0 "Heart rate (AR)"
"2" "PGS000020" 10 5 0.5 0.0040381 3.08579545454545 0 0 0 NA NA NA NA NA NA 0 0 "Type 2 diabetes"
"77" "PGS000319" 10 10 1 0.550277 Inf 0 0 0 NA NA NA NA NA NA 0 0 "All-cause mortality (male)"
"169" "PGS000885" 10 5 0.5 -0.00036011 0.763376635323648 0 0 0 NA NA NA NA NA NA 0 0 "Estimated glomerular filtration rate"
"279" "PGS001087" 10 7 0.7 0.00076987922 2.10613161726727 0 0 0 NA NA NA NA NA NA 0 0 "Alcohol intake frequency"
"289" "PGS001099" 10 4 0.4 -0.00427308662 0.181717527262923 0 0 0 NA NA NA NA NA NA 0 0 "Spherical power (left eye)"
"307" "PGS001124" 10 2 0.2 -0.00102965235 0.551806817491791 0 0 0 NA NA NA NA NA NA 0 0 "Coffee consumption (ground coffee)"
"401" "PGS001232" 10 6 0.6 0.00197404732 2.36087840540972 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 0 0 "Fluid intelligence score"
"463" "PGS001344" 10 5 0.5 -0.00051015767 0.717404267460999 0 0 0 NA NA NA NA NA NA 0 0 "Asthma (diagnosed by doctor)"
"27" "PGS000167" 9 9 1 0.0419054333333333 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Hematocrit"
"28" "PGS000168" 9 9 1 0.0381196444444444 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Hemoglobin concentration"
"44" "PGS000187" 9 9 1 0.0334131111111111 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Red blood cell count"
"76" "PGS000318" 9 9 1 0.526629333333333 Inf 0 0 0 NA NA NA NA NA NA 0 0 "All-cause mortality (female)"
"183" "PGS000938" 9 5 0.555555555555556 0.00266725401111111 1.95772599563607 0 0 0 NA NA NA NA NA NA 0 0 "Varicose veins of lower extremities (time-to-event)"
"226" "PGS001000" 9 5 0.555555555555556 1.37414366666666e-05 1.03163803011408 0 0 0 NA NA NA NA NA NA 0 0 "Nap during day"
"229" "PGS001003" 9 3 0.333333333333333 -0.000816903655555556 0.582394828305635 1 0 1 0.0620103 0.21118 NA 0.0620103 NA 0.21118 1 1 "Number of medications taken"
"241" "PGS001021" 9 5 0.555555555555556 -0.00113235595555556 0.474116924708361 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 2 2 "Feelings of worry or anxiety"
"316" "PGS001141" 9 3 0.333333333333333 -0.000798564566666667 0.532514075935353 0 0 0 NA NA NA NA NA NA 0 0 "Facial ageing (looking younger than you are)"
"358" "PGS001187" 9 5 0.555555555555556 4.71258066666667e-05 1.23772033839027 0 0 0 NA NA NA NA NA NA 0 0 NA
"464" "PGS001346" 9 3 0.333333333333333 -0.000272423353333333 0.780116475508848 1 0 1 0.0620103 0.21118 NA 0.0620103 NA 0.21118 0 0 "Asthma (time-to-event)"
"78" "PGS000321" 8 3 0.375 5.789675e-05 1.26792003826983 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 0 0 "Serum testosterone levels"
"80" "PGS000323" 8 5 0.625 0.000292051625 10.589139428365 0 0 0 NA NA NA NA NA NA 0 0 "Serum testosterone levels in males"
"230" "PGS001004" 8 4 0.5 -0.001719258694375 0.140993969063698 0 0 0 NA NA NA NA NA NA 0 0 "Number of non-cancer illnesses"
"234" "PGS001009" 8 3 0.375 0.02188750375 1.29955179463485 0 0 0 NA NA NA NA NA NA 0 0 "PEF"
"259" "PGS001055" 8 1 0.125 -0.00033394171375 0.519178470728258 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 0 0 "Chronotype (morning/evening person)"
"308" "PGS001127" 8 3 0.375 -0.000889605875 0.510955062009098 0 0 0 NA NA NA NA NA NA 0 0 "Never Smoker"
"343" "PGS001170" 8 4 0.5 -0.00018220647925 0.768085238087296 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 0 0 NA
"350" "PGS001177" 8 3 0.375 0.0070862264625 1.77665768148789 0 0 0 NA NA NA NA NA NA 0 0 NA
"357" "PGS001186" 8 4 0.5 0.015420568125 3.92867528262776 0 0 0 NA NA NA NA NA NA 0 0 NA
"108" "PGS000681" 7 2 0.285714285714286 -0.000328987635114286 0.0475288280802682 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 2 2 "Direct bilirubin [umol/L]"
"121" "PGS000695" 7 4 0.571428571428571 -7.07935142857143e-05 0.78026160487754 0 0 0 NA NA NA NA NA NA 0 0 "Sodium in urine [mmol/L]"
"182" "PGS000937" 7 2 0.285714285714286 -0.00138848957142857 0.792884621814324 0 0 0 NA NA NA NA NA NA 0 0 "Varicose veins"
"246" "PGS001034" 7 1 0.142857142857143 -0.00083380159 0.0013983725588686 0 0 0 NA NA NA NA NA NA 0 0 "Salt added to food"
"267" "PGS001069" 7 4 0.571428571428571 0.00132776714285714 4.7076631562151 0 0 0 NA NA NA NA NA NA 0 0 "Water intake"
"270" "PGS001075" 7 4 0.571428571428571 0.000261738728571429 2.52491758972994 0 0 0 NA NA NA NA NA NA 0 0 "Usual walking pace"
"286" "PGS001095" 7 5 0.714285714285714 0.00102744708571429 1.85051494724703 8 2 6 0.136511625 0.174673 -0.102411 0.2161525 0.184783 0.171303 8 6 "Hair colour, dark brown"
"290" "PGS001100" 7 3 0.428571428571429 -0.00294487475714286 0.379214884081857 0 0 0 NA NA NA NA NA NA 0 0 "Spherical power (right eye)"
"301" "PGS001115" 7 5 0.714285714285714 0.00184059542857143 2.6465689217619 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Paracetamol use self-reported"
"438" "PGS001284" 7 5 0.714285714285714 0.0022495403 5.0106574630054 0 0 0 NA NA NA NA NA NA 0 0 "Allergic disease (hay fever, allergic rhinitis, or eczema)"
"452" "PGS001327" 7 5 0.714285714285714 0.0025103218 3.51570526551361 0 0 0 NA NA NA NA NA NA 0 0 "Diabetes"
"453" "PGS001328" 7 4 0.571428571428571 -0.000207971628571428 0.898222961899819 0 0 0 NA NA NA NA NA NA 0 0 "Family history of diabetes"
"461" "PGS001342" 7 3 0.428571428571429 -0.0009447809 0.550547038385517 0 0 0 NA NA NA NA NA NA 0 0 NA
"212" "PGS000983" 6 3 0.5 -0.000119376266666667 0.833884074741331 0 0 0 NA NA NA NA NA NA 0 0 NA
"213" "PGS000984" 6 3 0.5 -0.000116316733333333 0.616076837839234 0 0 0 NA NA NA NA NA NA 0 0 "Frequency of playing computer games"
"222" "PGS000995" 6 2 0.333333333333333 -0.00203105366666667 0.40099958563597 0 0 0 NA NA NA NA NA NA 0 0 "Dentures"
"233" "PGS001008" 6 3 0.5 0.000269971 1.66427834316762 0 0 0 NA NA NA NA NA NA 0 0 "Overall health rating"
"240" "PGS001019" 6 5 0.833333333333333 0.0024898611 14.3325776594577 0 0 0 NA NA NA NA NA NA 0 0 "Attending social / leisure activities (regular attendance at a gym or sports club)"
"264" "PGS001062" 6 3 0.5 5.30599166666667e-05 1.06407351148854 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 2 2 "Fresh fruit intake"
"268" "PGS001071" 6 3 0.5 -6.32565666666667e-05 0.945205379380945 0 0 0 NA NA NA NA NA NA 0 0 "Facial aging, looking 'about your age'"
"305" "PGS001121" 6 5 0.833333333333333 0.0174743561666667 5.68696060528169 0 0 0 NA NA NA NA NA NA 0 0 NA
"344" "PGS001171" 6 3 0.5 0.00520918578333333 8.53292795700923 0 0 0 NA NA NA NA NA NA 0 0 NA
"363" "PGS001192" 6 4 0.666666666666667 -0.00193513985 0.425704570245129 0 0 0 NA NA NA NA NA NA 0 0 "Gonarthrosis [arthrosis of knee] (time-to-event)"
"365" "PGS001194" 6 5 0.833333333333333 0.000682071688333333 26.0188913736691 0 0 0 NA NA NA NA NA NA 0 0 NA
"387" "PGS001218" 6 3 0.5 0.000219046128333333 1.8255087698337 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Mean corpuscular haemoglobin concentration"
"414" "PGS001246" 6 4 0.666666666666667 0.00184631166666667 8.60728923928824 0 0 0 NA NA NA NA NA NA 0 0 "Ease of skin tanning (get very tanned)"
"424" "PGS001261" 6 3 0.5 0.00168462598333333 2.58213399812115 0 0 0 NA NA NA NA NA NA 0 0 "Angina pectoris (time-to-event)"
"433" "PGS001274" 6 2 0.333333333333333 0.00206651015 1.59044198410752 0 0 0 NA NA NA NA NA NA 0 0 "Osteoporosis without pathological fracture (time-to-event)"
"439" "PGS001285" 6 4 0.666666666666667 0.00210384716666667 2.52908704667192 0 0 0 NA NA NA NA NA NA 0 0 "Allergic disease (hay fever, rhinitis, or eczema) (diagnosed by doctor)"
"67" "PGS000297" 5 5 1 0.02104596 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Height"
"202" "PGS000967" 5 4 0.8 0.00698486928 51.8476707763904 0 0 0 NA NA NA NA NA NA 0 0 "Coxarthrosis [arthrosis of hip] (time-to-event)"
"217" "PGS000988" 5 4 0.8 0.00044872104 8.10252706415527 0 0 0 NA NA NA NA NA NA 0 0 "High light scatter reticulocyte percentage"
"247" "PGS001035" 5 1 0.2 -0.00032956352 0.382323407781098 0 0 0 NA NA NA NA NA NA 0 0 NA
"252" "PGS001046" 5 1 0.2 -0.0018678696 0.105329342734226 0 0 0 NA NA NA NA NA NA 0 0 "Past tobacco smoking (Smoked at least once)"
"256" "PGS001052" 5 3 0.6 -0.00042507682 0.782910417621114 0 0 0 NA NA NA NA NA NA 0 0 "Time spend outdoors in summer"
"275" "PGS001080" 5 3 0.6 0.0007081205 3.54225090791021 4 1 3 0.13708825 0.17533525 -0.102411 0.216921333333333 0.184783 0.172186 4 3 "Freq. of tiredness / lethargy in last 2 weeks"
"285" "PGS001094" 5 2 0.4 0.00051695916 1.29842174265004 0 0 0 NA NA NA NA NA NA 0 0 "Hair colour, brown"
"348" "PGS001175" 5 3 0.6 0.006525308 2.22089961741338 0 0 0 NA NA NA NA NA NA 0 0 NA
"356" "PGS001185" 5 3 0.6 0.00120359966 1.47825681619468 0 0 0 NA NA NA NA NA NA 0 0 "Intra-ocular pressure, Goldmann-correlated ®"
"368" "PGS001197" 5 3 0.6 0.000719420332 14.2263695542505 0 0 0 NA NA NA NA NA NA 0 0 NA
"418" "PGS001252" 5 1 0.2 0.00197157026 1.71738287647321 0 0 0 NA NA NA NA NA NA 0 0 "Hearing difficulty and deafness"
"419" "PGS001253" 5 1 0.2 0.002690601078 2.29772908565407 0 0 0 NA NA NA NA NA NA 0 0 "Hearing difficulty"
"442" "PGS001294" 5 3 0.6 0.0022967542 2.51650526515403 0 0 0 NA NA NA NA NA NA 0 0 "Non-insulin-dependent diabetes (time-to-event)"
"450" "PGS001323" 5 3 0.6 -0.0031558384 0.476857656553721 0 0 0 NA NA NA NA NA NA 0 0 "Glaucoma (time-to-event)"
"454" "PGS001329" 5 3 0.6 -0.00073847078 0.789602891126223 0 0 0 NA NA NA NA NA NA 0 0 "Unspecified diabetes mellitus (time-to-event)"
"460" "PGS001341" 5 2 0.4 -0.00147025198 0.131591241655402 0 0 0 NA NA NA NA NA NA 0 0 "Asthma"
"39" "PGS000181" 4 4 1 0.0256927 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Mean sphered corpuscular volume"
"41" "PGS000184" 4 4 1 0.026172425 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Plateletcrit"
"69" "PGS000299" 4 4 1 0.025875 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Waist-to-hip ratio (body mass index adjusted)"
"71" "PGS000302" 4 4 1 0.14897525 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Diastolic blood pressure"
"111" "PGS000684" 4 3 0.75 -0.0002416659625 0.462203545795078 0 0 0 NA NA NA NA NA NA 0 0 "Glucose [mmol/L]"
"177" "PGS000926" 4 3 0.75 0.0001586053 1.51720412575532 0 0 0 NA NA NA NA NA NA 0 0 "Daytime dozing / sleeping (narcolepsy)"
"201" "PGS000965" 4 4 1 0.0096529595 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Hypothyroidism/myxoedema"
"209" "PGS000978" 4 3 0.75 0.0035441255 3.26870495077392 0 0 0 NA NA NA NA NA NA 0 0 "Bread intake"
"218" "PGS000989" 4 3 0.75 0.0008769479 16.8150182167553 0 0 0 NA NA NA NA NA NA 0 0 "Reticulocyte %"
"263" "PGS001060" 4 1 0.25 -0.00022698635 0.52834382519745 0 0 0 NA NA NA NA NA NA 0 0 "Cheese intake"
"269" "PGS001074" 4 2 0.5 0.0005323377 1.4223514487164 0 0 0 NA NA NA NA NA NA 0 0 "Types of physical activity in last 4 weeks (other exercises)"
"276" "PGS001083" 4 2 0.5 1.166487625 1.34706179617617 0 0 0 NA NA NA NA NA NA 0 0 NA
"277" "PGS001084" 4 2 0.5 0.000151546325 1.43424620852748 0 0 0 NA NA NA NA NA NA 0 0 NA
"280" "PGS001088" 4 3 0.75 0.00281807425 1.89910084308424 0 0 0 NA NA NA NA NA NA 0 0 "Average weekly alcohol consumption (beer and cider)"
"284" "PGS001093" 4 3 0.75 0.001436093955 2.14895168418217 0 0 0 NA NA NA NA NA NA 0 0 "Hair colour, blonde"
"299" "PGS001109" 4 3 0.75 0.00244153375 5.42405017417815 0 0 0 NA NA NA NA NA NA 0 0 "Vasomotor and allergic rhinitis (time-to-event)"
"309" "PGS001128" 4 1 0.25 -0.00079235475 0.448733611602858 0 0 0 NA NA NA NA NA NA 0 0 "Previous Smoker"
"315" "PGS001140" 4 2 0.5 0.009445133425 4.74344955866612 0 0 0 NA NA NA NA NA NA 0 0 "Seborrheic keratosis (time-to-event)"
"370" "PGS001199" 4 1 0.25 -0.000893997875 0.370668950050337 0 0 0 NA NA NA NA NA NA 0 0 "Lymphocyte count"
"416" "PGS001248" 4 0 0 -0.01394072365 0 0 0 0 NA NA NA NA NA NA 0 0 "Gout"
"423" "PGS001260" 4 2 0.5 -0.0001705135 0.916886376342812 0 0 0 NA NA NA NA NA NA 0 0 "Angina"
"449" "PGS001322" 4 2 0.5 -0.003592261 0.297464823356385 0 0 0 NA NA NA NA NA NA 0 0 "Glaucoma"
"462" "PGS001343" 4 1 0.25 -0.0032742024 0.0462513572382032 0 0 0 NA NA NA NA NA NA 0 0 "Asthma (algorithmically-defined)"
"34" "PGS000176" 3 3 1 0.0229345 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Mean corpuscular volume"
"38" "PGS000180" 3 3 1 0.0245971666666667 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Mean reticulocyte volume"
"40" "PGS000182" 3 3 1 0.0154613333333333 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Neutrophil count"
"43" "PGS000186" 3 3 1 0.0290352333333333 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Platelet count"
"46" "PGS000189" 3 3 1 0.0185302333333333 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Reticulocyte count"
"48" "PGS000191" 3 3 1 0.0156023 Inf 0 0 0 NA NA NA NA NA NA 0 0 "White blood cell count"
"70" "PGS000301" 3 3 1 0.171628333333333 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Systolic blood pressure"
"72" "PGS000303" 3 3 1 0.00461466666666667 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Estimated glomerular filtration rate"
"73" "PGS000309" 3 0 0 -0.0223333333333333 0 0 0 0 NA NA NA NA NA NA 0 0 "High-density lipoprotein"
"75" "PGS000312" 3 2 0.666666666666667 0.0156666666666667 3.35 0 0 0 NA NA NA NA NA NA 0 0 "Triglycerides"
"92" "PGS000660" 3 3 1 0.0374733333333333 Inf 0 0 0 NA NA NA NA NA NA 0 0 "HDL cholesterol"
"106" "PGS000679" 3 3 1 0.00113688606666667 Inf 0 0 0 NA NA NA NA NA NA 0 0 "Creatinine in urine [umol/L]"
"119" "PGS000693" 3 2 0.666666666666667 0.000117398266666667 1.77691577530699 0 0 0 NA NA NA NA NA NA 0 0 "Potassium in urine [mmol/L]"
"199" "PGS000962" 3 2 0.666666666666667 0.008624904 25.493104936729 0 0 0 NA NA NA NA NA NA 0 0 "Chronic ischaemic heart disease (time-to-event)"
"214" "PGS000985" 3 1 0.333333333333333 -0.0009771676 0.183274776108429 0 0 0 NA NA NA NA NA NA 0 0 NA
"220" "PGS000993" 3 2 0.666666666666667 0.000584885566666667 1.83491667043365 0 0 0 NA NA NA NA NA NA 0 0 "Oily fish consumption"
"239" "PGS001018" 3 2 0.666666666666667 0.00206550736666667 13.9314611006801 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 0 0 "Attending social / leisure activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)"
"243" "PGS001024" 3 2 0.666666666666667 0.00281746033333333 2.97989021614779 0 0 0 NA NA NA NA NA NA 0 0 "Hemorrhoid"
"251" "PGS001040" 3 1 0.333333333333333 0.0005844323 2.58995436887279 0 0 0 NA NA NA NA NA NA 0 0 "Non melanoma skin cancer"
"254" "PGS001049" 3 1 0.333333333333333 -0.000822061666666667 0.212254773598371 0 0 0 NA NA NA NA NA NA 0 0 "Risk taking behaviour"
"257" "PGS001053" 3 1 0.333333333333333 0.000265901566666667 3.44613430568925 0 0 0 NA NA NA NA NA NA 0 0 "Time spend outdoors in winter"
"258" "PGS001054" 3 2 0.666666666666667 0.00208536666666667 2.5255476374873 0 0 0 NA NA NA NA NA NA 0 0 "Snoring"
"261" "PGS001057" 3 2 0.666666666666667 0.00213599733333333 6.707931344403 0 0 0 NA NA NA NA NA NA 0 0 "Cereal consumption"
