"Human" "Chimpanzee" "Bonobo" "Gorilla" "Orangutan" "Macaque" "Mouse" "Opossum" "Platypus" "Chicken"
"ENSG00000125851" 0 0 0 0 0 0 1 0 0 0
"ENSG00000171595" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138735" 1 0 0 0 0 0 0 0 0 0
"ENSG00000161021" 0 0 0 0 0 0 0 0 0 0
"ENSG00000076351" 1 1 1 1 1 1 0 0 0 0
"ENSG00000000419" 0 0 0 0 0 1 1 0 0 0
"ENSG00000102683" 0 0 0 0 0 0 0 0 1 0
"ENSG00000103241" 0 0 0 0 0 0 0 0 0 0
"ENSG00000085871" 0 0 0 0 0 0 0 0 0 0
"ENSG00000172053" 0 0 0 0 0 0 0 0 0 0
"ENSG00000050393" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162999" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185900" 0 0 0 0 0 0 0 0 0 0
"ENSG00000116670" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163285" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170214" 0 0 0 0 0 0 0 0 0 0
"ENSG00000090432" 0 0 0 0 0 0 0 0 0 0
"ENSG00000039319" 0 0 0 0 0 0 0 0 0 0
"ENSG00000118513" 1 0 0 0 0 0 1 0 0 0
"ENSG00000115138" 0 0 0 0 0 1 0 0 0 0
"ENSG00000165209" 1 0 0 0 0 0 0 0 0 0
"ENSG00000169359" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143494" 0 0 0 0 0 1 0 0 0 0
"ENSG00000214013" 0 0 0 0 0 0 0 0 0 0
"ENSG00000127585" 0 0 0 0 0 0 0 0 0 0
"ENSG00000118257" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120526" 1 0 0 0 0 0 1 0 0 1
"ENSG00000085224" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151704" 0 0 0 0 0 0 0 0 0 0
"ENSG00000102221" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122481" 0 0 0 0 0 0 0 1 0 0
"ENSG00000032742" 0 0 0 0 0 0 0 0 0 0
"ENSG00000140459" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106571" 0 0 0 0 0 0 0 0 0 0
"ENSG00000186130" 1 0 0 0 0 0 0 0 0 0
"ENSG00000049618" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198513" 0 0 0 0 0 0 0 0 0 0
"ENSG00000159200" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120053" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137561" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168542" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171617" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189195" 1 0 1 1 0 1 1 0 0 1
"ENSG00000176170" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104059" 0 0 0 1 0 0 0 1 1 0
"ENSG00000174473" 0 0 0 0 0 0 0 0 0 0
"ENSG00000117601" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183813" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115241" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162733" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103489" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162384" 1 0 0 0 0 0 0 0 0 0
"ENSG00000127947" 0 0 0 0 0 0 0 0 0 0
"ENSG00000173638" 1 1 1 0 0 0 0 0 0 0
"ENSG00000186031" 0 0 0 0 0 0 0 0 0 0
"ENSG00000108506" 0 0 0 0 0 0 0 0 0 0
"ENSG00000078124" 0 0 0 0 0 0 0 0 0 0
"ENSG00000063761" 0 0 0 0 0 0 0 0 0 0
"ENSG00000119638" 0 0 0 0 0 0 0 1 0 0
"ENSG00000172731" 0 0 0 0 0 0 0 0 0 0
"ENSG00000140090" 0 0 0 0 0 0 0 0 0 0
"ENSG00000127325" 0 0 0 0 0 0 0 0 0 0
"ENSG00000085449" 0 0 0 0 0 0 0 0 0 0
"ENSG00000117597" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147099" 0 0 0 0 0 0 0 0 0 0
"ENSG00000144749" 0 0 0 0 0 0 1 0 0 0
"ENSG00000115665" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124788" 0 0 0 0 0 0 0 0 0 0
"ENSG00000108551" 0 0 0 0 0 0 1 0 0 0
"ENSG00000103534" 0 0 0 0 1 0 0 0 0 0
"ENSG00000102760" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115290" 0 0 0 0 0 0 0 0 0 0
"ENSG00000181019" 0 0 0 0 0 0 0 0 0 0
"ENSG00000072110" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183077" 0 0 0 0 0 0 1 0 0 0
"ENSG00000160999" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109680" 0 0 0 0 0 0 0 0 0 0
"ENSG00000095485" 0 0 0 0 0 0 0 0 0 0
"ENSG00000197106" 0 0 0 0 0 1 0 0 0 1
"ENSG00000109220" 0 0 0 0 0 1 0 0 0 0
"ENSG00000106105" 0 0 0 0 0 0 0 0 0 0
"ENSG00000130988" 0 0 0 0 0 0 0 0 0 0
"ENSG00000091129" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100697" 1 0 0 0 0 0 0 0 0 0
"ENSG00000129187" 1 0 0 0 0 0 0 0 0 0
"ENSG00000182511" 1 0 0 0 0 0 0 0 0 0
"ENSG00000166979" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170091" 0 0 0 0 0 0 0 0 0 0
"ENSG00000140406" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124535" 0 0 0 0 0 0 0 0 0 0
"ENSG00000203705" 0 0 0 0 0 0 0 0 0 0
"ENSG00000116133" 0 0 0 0 0 0 0 0 0 0
"ENSG00000081913" 0 0 0 0 0 0 0 0 0 0
"ENSG00000148498" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115514" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145860" 1 0 0 0 0 0 0 0 0 0
"ENSG00000162441" 1 0 0 0 0 0 0 0 0 0
"ENSG00000121966" 1 0 0 0 0 0 0 0 0 0
"ENSG00000116661" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198804" 0 1 1 0 0 1 1 0 0 0
"ENSG00000197632" 1 0 0 0 0 0 1 0 0 0
"ENSG00000169031" 0 0 0 0 0 0 0 0 0 0
"ENSG00000067208" 0 0 0 0 0 0 0 0 0 0
"ENSG00000129932" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104325" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165066" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196660" 0 0 0 0 0 0 1 0 0 0
"ENSG00000140749" 0 1 0 0 1 0 0 0 0 0
"ENSG00000173698" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162623" 0 0 0 0 0 0 1 0 0 0
"ENSG00000120278" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138823" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158201" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107614" 0 0 0 0 0 0 0 0 0 0
"ENSG00000155313" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122705" 0 0 0 0 0 0 0 0 1 0
"ENSG00000111046" 0 0 0 0 0 0 0 0 0 1
"ENSG00000101654" 0 0 0 0 0 0 0 0 0 0
"ENSG00000075142" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162396" 1 0 0 0 0 0 0 0 0 1
"ENSG00000164129" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103742" 0 0 0 0 0 0 0 0 0 0
"ENSG00000053328" 0 0 0 0 0 0 0 0 0 0
"ENSG00000129048" 0 0 0 0 0 0 1 0 0 1
"ENSG00000182473" 0 0 0 0 0 0 0 0 0 0
"ENSG00000097096" 0 0 0 0 0 0 0 0 0 0
"ENSG00000119396" 0 0 0 0 0 0 0 0 0 0
"ENSG00000005469" 0 1 1 0 0 0 0 0 0 0
"ENSG00000170615" 0 0 0 0 0 0 0 0 0 0
"ENSG00000089775" 0 1 1 0 0 0 0 0 0 0
"ENSG00000175093" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104714" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124232" 1 0 1 0 0 0 1 0 0 0
"ENSG00000170464" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147614" 0 0 0 0 0 0 0 0 0 0
"ENSG00000056586" 1 0 0 0 0 0 0 0 0 0
"ENSG00000188828" 1 1 1 1 1 1 0 0 0 0
"ENSG00000125449" 0 0 0 0 1 1 0 0 0 0
"ENSG00000180592" 1 0 0 0 0 0 0 0 0 0
"ENSG00000156469" 0 0 0 0 0 0 0 1 0 1
"ENSG00000172660" 0 0 0 0 0 0 0 0 0 0
"ENSG00000105778" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132581" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120137" 1 0 0 0 0 0 0 0 0 0
"ENSG00000240344" 1 0 0 0 0 0 0 0 0 0
"ENSG00000166024" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168228" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143799" 0 0 0 0 0 0 0 0 0 0
"ENSG00000139083" 0 0 0 0 0 0 0 0 0 0
"ENSG00000150455" 0 0 0 0 0 0 0 1 0 0
"ENSG00000008083" 0 0 0 0 0 0 0 0 0 0
"ENSG00000105726" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189292" 0 0 0 0 0 0 0 0 0 0
"ENSG00000128408" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104980" 0 0 0 0 0 0 0 0 0 0
"ENSG00000133243" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164588" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146955" 0 0 0 0 0 0 0 0 0 0
"ENSG00000160207" 0 0 0 0 0 0 0 0 0 0
"ENSG00000172986" 1 0 0 0 0 0 0 0 0 0
"ENSG00000164619" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115085" 0 0 0 0 0 0 0 0 0 0
"ENSG00000167118" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164188" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101194" 0 0 0 0 0 1 0 0 0 0
"ENSG00000161896" 0 0 0 0 0 0 0 0 0 0
"ENSG00000015153" 1 0 0 0 0 0 0 0 0 0
"ENSG00000151474" 1 0 0 0 0 0 0 0 0 0
"ENSG00000106541" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198763" 0 0 0 0 0 1 0 0 0 0
"ENSG00000154217" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184304" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132359" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147475" 0 0 0 0 0 0 0 0 0 0
"ENSG00000174307" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163884" 0 0 0 0 0 0 0 0 0 0
"ENSG00000033800" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100567" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170266" 0 0 0 0 0 0 0 0 0 0
"ENSG00000114416" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141956" 1 0 0 0 0 0 0 0 0 0
"ENSG00000168421" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151611" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162976" 0 0 0 0 0 0 0 0 0 0
"ENSG00000086570" 0 1 1 1 0 0 0 0 0 0
"ENSG00000121671" 0 0 0 0 0 0 0 0 0 0
"ENSG00000187486" 1 0 0 0 0 0 0 1 0 0
"ENSG00000143643" 0 0 0 0 0 0 0 0 0 0
"ENSG00000134982" 0 0 0 0 0 0 0 0 0 0
"ENSG00000126016" 0 0 0 0 0 0 0 0 0 0
"ENSG00000135378" 0 0 0 0 0 0 0 0 0 0
"ENSG00000074603" 0 0 0 0 0 0 0 0 0 1
"ENSG00000185028" 0 0 0 0 0 0 1 0 0 0
"ENSG00000109466" 0 0 0 0 0 0 0 0 1 0
"ENSG00000104723" 0 0 0 0 0 0 0 0 0 0
"ENSG00000129595" 1 0 0 0 0 0 0 0 1 0
"ENSG00000069943" 1 1 1 1 1 1 1 0 0 1
"ENSG00000140600" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165392" 0 0 0 0 0 0 0 0 0 0
"ENSG00000023892" 0 0 0 0 0 0 0 0 0 0
"ENSG00000160188" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151790" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165646" 0 1 1 1 0 0 0 0 0 0
"ENSG00000137747" 0 0 0 0 0 0 1 0 0 0
"ENSG00000162664" 0 0 0 0 0 0 0 0 0 0
"ENSG00000139714" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198018" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124767" 1 0 0 0 0 0 0 0 0 0
"ENSG00000204882" 0 0 0 0 0 0 0 0 0 0
"ENSG00000142166" 0 0 0 0 0 0 0 0 0 0
"ENSG00000156475" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164576" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169855" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112541" 0 0 0 0 0 0 0 0 0 0
"ENSG00000040199" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171703" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196141" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141485" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111837" 1 1 1 0 0 1 0 0 0 0
"ENSG00000114861" 0 0 0 0 0 0 0 0 0 0
"ENSG00000070182" 0 1 1 0 0 0 0 0 0 0
"ENSG00000145431" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163808" 1 0 0 1 0 0 0 0 0 0
"ENSG00000112561" 0 0 0 0 0 0 0 0 0 0
"ENSG00000205678" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141198" 1 1 1 0 0 0 1 0 0 0
"ENSG00000107562" 0 0 0 0 0 0 0 0 0 0
"ENSG00000064835" 0 0 0 0 0 0 0 0 0 0
"ENSG00000070886" 0 0 0 0 0 0 0 0 0 0
"ENSG00000204084" 0 0 0 0 0 0 0 0 0 0
"ENSG00000119326" 0 0 0 0 0 1 0 0 0 0
"ENSG00000148400" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107929" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182180" 0 0 0 0 0 0 0 0 0 1
"ENSG00000164645" 0 0 0 0 0 0 0 0 0 0
"ENSG00000121057" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132589" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100311" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198363" 0 0 0 0 0 0 1 0 0 0
"ENSG00000180730" 0 0 0 0 0 0 0 0 0 0
"ENSG00000128915" 0 0 0 0 0 0 0 0 0 1
"ENSG00000124523" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137473" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171160" 0 0 0 0 0 0 0 0 0 0
"ENSG00000080493" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101126" 1 0 0 0 0 0 1 0 0 0
"ENSG00000173559" 1 0 0 0 0 0 0 0 0 0
"ENSG00000106546" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185585" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182240" 0 0 0 0 0 0 0 0 0 0
"ENSG00000079257" 1 0 0 0 0 0 0 0 0 1
"ENSG00000148482" 1 0 0 0 0 0 0 0 0 0
"ENSG00000121931" 0 0 0 0 0 0 0 0 0 0
"ENSG00000123472" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120694" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145495" 0 0 0 0 0 0 0 0 0 0
"ENSG00000176101" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107185" 0 0 0 0 1 0 0 1 0 0
"ENSG00000140451" 0 0 0 0 0 0 0 0 0 0
"ENSG00000076003" 0 0 0 0 0 0 0 0 0 0
"ENSG00000081923" 0 0 0 0 1 0 0 0 0 0
"ENSG00000165494" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132825" 1 0 1 0 0 0 0 0 0 0
"ENSG00000162923" 1 0 0 0 0 0 0 0 0 0
"ENSG00000171566" 0 0 0 0 0 0 0 0 0 0
"ENSG00000144802" 0 0 0 0 0 0 0 0 0 0
"ENSG00000156463" 0 0 0 0 0 0 0 0 0 1
"ENSG00000130304" 0 0 0 0 0 0 0 0 0 0
"ENSG00000125538" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158055" 0 0 0 0 0 0 0 0 0 0
"ENSG00000083093" 0 0 0 0 0 0 0 0 0 0
"ENSG00000118579" 0 0 0 0 0 0 0 0 0 0
"ENSG00000160408" 0 0 0 0 0 0 0 0 0 0
"ENSG00000215440" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196132" 0 0 0 0 0 0 0 0 0 0
"ENSG00000150676" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183048" 0 0 0 0 0 0 0 0 0 0
"ENSG00000123570" 0 0 0 0 0 0 0 0 0 0
"ENSG00000159692" 0 0 0 0 0 0 0 0 0 0
"ENSG00000177646" 0 0 0 0 0 0 0 0 0 0
"ENSG00000175946" 0 0 0 0 0 0 1 0 0 0
"ENSG00000180537" 0 0 0 0 0 0 0 0 0 0
"ENSG00000054116" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138792" 0 0 0 0 0 0 0 0 0 0
"ENSG00000148677" 0 0 0 0 0 0 0 0 0 0
"ENSG00000088325" 0 0 0 0 0 0 0 0 0 0
"ENSG00000172296" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169908" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104524" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153234" 0 0 0 0 0 0 0 0 0 0
"ENSG00000023839" 0 0 0 0 0 0 0 0 0 1
"ENSG00000173846" 0 0 0 0 0 0 0 0 0 0
"ENSG00000110801" 0 0 0 0 0 0 0 0 0 0
"ENSG00000155099" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168329" 0 0 0 0 0 0 0 0 0 0
"ENSG00000068615" 0 0 0 0 0 0 0 0 0 1
"ENSG00000108578" 1 0 0 0 0 0 0 0 0 0
"ENSG00000138741" 0 0 0 0 0 0 0 0 0 1
"ENSG00000158571" 0 0 0 0 0 0 1 0 0 0
"ENSG00000117523" 0 0 0 0 0 0 0 0 0 0
"ENSG00000173226" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163818" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170633" 0 0 0 1 0 0 0 0 0 0
"ENSG00000152611" 0 0 0 0 0 0 0 0 0 0
"ENSG00000139780" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166159" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182771" 0 0 0 0 0 0 0 0 0 0
"ENSG00000127955" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151726" 0 0 0 0 0 0 0 0 0 0
"ENSG00000177291" 0 1 1 1 0 0 0 0 0 0
"ENSG00000074706" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170745" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147649" 0 0 0 0 0 0 0 0 0 0
"ENSG00000175220" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153575" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170325" 0 0 0 0 0 0 0 0 0 0
"ENSG00000063660" 0 0 0 0 0 0 1 0 0 0
"ENSG00000166225" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166847" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103707" 0 0 0 0 0 0 0 0 0 0
"ENSG00000113391" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106128" 0 0 0 0 0 0 0 0 0 0
"ENSG00000150471" 0 0 0 0 0 0 1 0 0 0
"ENSG00000115365" 1 0 0 0 0 0 0 0 0 0
"ENSG00000131981" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185565" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147065" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182463" 1 0 0 0 0 0 1 0 0 0
"ENSG00000096968" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141627" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137558" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124713" 0 0 0 0 1 0 0 0 0 0
"ENSG00000153827" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153207" 0 0 0 0 0 0 0 0 0 0
"ENSG00000121964" 0 0 0 0 0 0 0 0 0 0
"ENSG00000071655" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168398" 0 0 0 0 0 0 0 0 0 0
"ENSG00000046889" 0 0 0 0 0 0 0 0 0 0
"ENSG00000125910" 0 0 0 0 0 0 0 0 0 0
"ENSG00000116199" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184709" 1 1 1 0 0 0 0 0 0 0
"ENSG00000198695" 1 0 0 0 0 0 1 0 0 0
"ENSG00000036257" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188994" 0 0 0 0 0 0 0 0 0 0
"ENSG00000072657" 1 0 0 0 1 1 0 0 0 0
"ENSG00000036828" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151812" 0 0 0 0 0 0 1 0 0 0
"ENSG00000183291" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109072" 0 0 0 0 0 0 0 0 0 1
"ENSG00000124228" 0 1 0 0 0 0 0 0 0 0
"ENSG00000167711" 0 0 0 0 0 0 0 0 0 1
"ENSG00000184220" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124333" 0 0 0 0 0 0 0 0 0 0
"ENSG00000176148" 0 0 1 0 0 1 0 0 0 0
"ENSG00000198663" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112096" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169679" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100385" 0 0 0 0 0 0 0 0 0 0
"ENSG00000079393" 0 0 0 0 0 0 0 0 0 0
"ENSG00000197170" 0 0 0 0 0 0 0 0 0 0
"ENSG00000108963" 1 0 0 0 0 0 0 0 0 0
"ENSG00000175928" 1 0 0 0 0 0 0 0 0 0
"ENSG00000152767" 0 0 0 0 0 0 0 0 0 0
"ENSG00000140006" 1 0 0 0 0 0 0 0 0 1
"ENSG00000136940" 1 0 0 0 0 0 0 0 0 0
"ENSG00000104368" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183671" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111834" 0 0 0 0 0 0 0 0 0 0
"ENSG00000135336" 0 0 0 0 0 0 0 0 0 0
"ENSG00000026508" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104321" 1 0 0 0 0 0 0 0 0 0
"ENSG00000113194" 0 0 0 0 0 0 0 0 0 0
"ENSG00000061936" 0 0 0 0 0 0 0 0 0 0
"ENSG00000113231" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106868" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104763" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101349" 0 0 0 0 0 0 1 0 0 0
"ENSG00000185630" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169427" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124479" 1 0 0 0 0 0 0 0 0 0
"ENSG00000135374" 0 0 0 0 0 0 0 0 0 0
"ENSG00000155755" 1 0 0 0 0 0 0 0 0 0
"ENSG00000139182" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151835" 1 0 0 0 0 0 0 0 0 0
"ENSG00000111906" 0 0 0 0 0 0 1 0 0 0
"ENSG00000137745" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100889" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122218" 0 0 0 0 0 0 0 0 0 0
"ENSG00000121274" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124214" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184014" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141756" 0 0 0 0 0 0 0 0 0 0
"ENSG00000126106" 1 1 1 1 0 1 0 0 0 0
"ENSG00000165660" 0 0 0 0 0 0 0 0 0 0
"ENSG00000041515" 0 0 0 0 0 0 0 0 1 0
"ENSG00000111361" 0 0 0 0 0 0 0 0 0 0
"ENSG00000156671" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137563" 0 0 0 0 0 0 0 0 0 0
"ENSG00000161980" 0 0 0 0 0 0 0 0 0 0
"ENSG00000152465" 1 1 1 0 0 0 0 1 0 0
"ENSG00000146469" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171722" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103647" 0 0 0 0 0 0 0 0 0 0
"ENSG00000135902" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166573" 0 0 0 0 0 0 0 0 0 0
"ENSG00000116688" 0 0 0 1 0 0 0 0 0 0
"ENSG00000084652" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182150" 0 1 1 0 0 0 0 0 0 0
"ENSG00000183287" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111860" 0 0 0 0 0 0 0 0 0 0
"ENSG00000123219" 0 0 0 0 0 1 0 0 0 0
"ENSG00000170044" 0 0 0 0 0 0 0 0 0 0
"ENSG00000064933" 1 0 0 0 0 0 0 0 0 0
"ENSG00000181610" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100302" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157782" 0 0 0 0 0 0 0 0 0 0
"ENSG00000144746" 0 0 0 0 0 0 0 0 0 0
"ENSG00000213424" 1 0 0 0 0 0 0 0 0 1
"ENSG00000078098" 1 0 0 0 0 0 0 0 0 0
"ENSG00000102878" 1 1 1 0 0 0 0 0 0 0
"ENSG00000156486" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164117" 0 0 0 0 0 0 0 0 0 0
"ENSG00000090487" 0 0 0 0 0 0 0 0 0 0
"ENSG00000082269" 0 0 0 0 0 0 0 0 0 0
"ENSG00000187773" 0 0 0 0 0 0 0 0 0 0
"ENSG00000152217" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153132" 0 0 0 0 0 0 0 0 0 0
"ENSG00000114013" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163938" 0 0 0 0 0 0 0 0 0 0
"ENSG00000097007" 0 0 0 0 0 0 0 0 0 0
"ENSG00000080546" 0 0 0 0 0 0 0 0 0 0
"ENSG00000187676" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146426" 1 0 0 0 0 1 0 0 0 0
"ENSG00000113068" 1 0 0 0 0 0 0 0 0 0
"ENSG00000005339" 0 0 0 0 0 0 0 0 0 0
"ENSG00000085840" 0 0 0 0 0 0 1 0 0 0
"ENSG00000169683" 0 0 0 0 0 0 0 0 0 0
"ENSG00000139970" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188822" 1 0 0 0 0 0 0 0 0 0
"ENSG00000100626" 0 0 0 0 0 0 0 0 0 0
"ENSG00000139350" 0 0 0 0 0 0 0 0 0 0
"ENSG00000206190" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120693" 1 0 0 0 0 0 0 0 0 0
"ENSG00000134376" 0 0 0 0 0 0 0 0 0 1
"ENSG00000172554" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137270" 0 0 0 0 0 0 0 0 0 0
"ENSG00000113407" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107147" 0 0 0 0 0 0 0 0 0 0
"ENSG00000134152" 1 0 0 0 0 0 1 0 0 0
